two_theta_deg,intensity_syagrus_raw,intensity_typha_raw,syagrus_bgsub_norm,typha_bgsub_norm,syagrus_plot,typha_plot
6.589,10527,10302,0.1694533762057878,0.2229495571813631,0.3194533762057878,-0.4270504428186369
6.615,10650,10445,0.2090032154340836,0.2783981517135156,0.3590032154340836,-0.3716018482864844
6.641,10630,10445,0.2080385852090032,0.2783981517135156,0.3580385852090032,-0.3716018482864844
6.667,10650,10282,0.22057877813504823,0.22764728532922632,0.37057877813504825,-0.42235271467077373
6.693,10692,10201,0.23536977491961414,0.2052368117058144,0.3853697749196141,-0.4447631882941856
6.719,10568,10221,0.1954983922829582,0.21486330381209087,0.3454983922829582,-0.4351366961879092
6.745,10486,10262,0.16913183279742766,0.23065075086638429,0.31913183279742763,-0.4193492491336157
6.771,10465,10282,0.16623794212218648,0.23835194455140546,0.3162379421221865,-0.41164805544859456
6.797,10527,10282,0.1887459807073955,0.23835194455140546,0.3387459807073955,-0.41164805544859456
6.823,10588,10262,0.21479099678456592,0.23065075086638429,0.36479099678456595,-0.4193492491336157
6.849,10568,10424,0.21768488745980707,0.29303041971505583,0.3676848874598071,-0.3569695802849442
6.875,10609,10363,0.23054662379421223,0.2695417789757412,0.3805466237942122,-0.3804582210242588
6.901,10588,10262,0.22347266881028938,0.23065075086638429,0.3734726688102894,-0.4193492491336157
6.927,10465,10140,0.18810289389067525,0.1836734693877551,0.33810289389067527,-0.46632653061224494
6.953,10527,10221,0.2080385852090032,0.21486330381209087,0.3580385852090032,-0.4351366961879092
6.979,10547,10201,0.2144694533762058,0.2071621101270697,0.3644694533762058,-0.4428378898729303
7.005,10630,10181,0.24115755627009647,0.2006160954948017,0.39115755627009646,-0.44938390450519833
7.031,10568,10323,0.2212218649517685,0.254909510974201,0.37122186495176845,-0.395090489025799
7.057,10547,10201,0.2144694533762058,0.20754716981132076,0.3644694533762058,-0.44245283018867926
7.083,10547,10161,0.2144694533762058,0.19175972275702735,0.3644694533762058,-0.45824027724297267
7.109,10363,10221,0.1553054662379421,0.21486330381209087,0.3053054662379421,-0.4351366961879092
7.135,10568,10262,0.2212218649517685,0.23065075086638429,0.37122186495176845,-0.4193492491336157
7.161,10445,10201,0.18167202572347266,0.2071621101270697,0.33167202572347265,-0.4428378898729303
7.187,10343,10020,0.14887459807073955,0.13746630727762804,0.29887459807073957,-0.512533692722372
7.213,10445,10120,0.18167202572347266,0.1759722757027339,0.33167202572347265,-0.47402772429726614
7.239,10547,10201,0.2144694533762058,0.2071621101270697,0.3644694533762058,-0.4428378898729303
7.265,10568,10181,0.2212218649517685,0.19946091644204852,0.37122186495176845,-0.45053908355795147
7.291,10547,10221,0.2144694533762058,0.21486330381209087,0.3644694533762058,-0.4351366961879092
7.317,10323,10201,0.142443729903537,0.2071621101270697,0.29244372990353695,-0.4428378898729303
7.343,10609,10201,0.23762057877813506,0.21101270696958027,0.38762057877813505,-0.4389872930304197
7.369,10424,10323,0.18135048231511253,0.2576049287639584,0.33135048231511255,-0.3923950712360416
7.395,10323,10060,0.14887459807073955,0.15594917212167886,0.29887459807073957,-0.49405082787832116
7.421,10323,10080,0.14887459807073955,0.16326530612244897,0.29887459807073957,-0.4867346938775511
7.447,10262,10241,0.1292604501607717,0.2248748556026184,0.2792604501607717,-0.4251251443973816
7.473,10588,10221,0.23408360128617364,0.21678860223334617,0.38408360128617364,-0.43321139776665385
7.499,10465,10181,0.1945337620578778,0.20100115517905276,0.3445337620578778,-0.44899884482094726
7.525,10302,10100,0.14303858520900334,0.16942626107046593,0.29303858520900333,-0.4805737389295341
7.551,10465,10000,0.19514469453376193,0.13053523296110897,0.34514469453376195,-0.519464767038891
7.577,10404,10100,0.18102893890675242,0.1686561417019638,0.33102893890675245,-0.4813438582980362
7.603,10424,10100,0.187459807073955,0.16827108201771274,0.33745980707395495,-0.4817289179822873
7.629,10302,10201,0.1482315112540193,0.2071621101270697,0.29823151125401925,-0.4428378898729303
7.655,10363,9980,0.16784565916398714,0.12206391990758568,0.3178456591639871,-0.5279360800924143
7.681,10343,10040,0.16141479099678457,0.14516750096264922,0.3114147909967846,-0.5048324990373508
7.707,10384,9940,0.17459807073954983,0.10666153253754332,0.3245980707395498,-0.5433384674624567
7.733,10343,10100,0.16141479099678457,0.16827108201771274,0.3114147909967846,-0.4817289179822873
7.759,10384,10140,0.17459807073954983,0.1836734693877551,0.3245980707395498,-0.46632653061224494
7.785,10404,10282,0.18102893890675242,0.23835194455140546,0.33102893890675245,-0.41164805544859456
7.811,10302,10060,0.1482315112540193,0.1528686946476704,0.29823151125401925,-0.49713130535232963
